"seqnames"	"start"	"end"	"width"	"strand"	"CLL1_0d_CD4"	"CLL1_3d_CD4"	"CLL2_0d_CD4"	"CLL2_3d_CD4"	"CLL2_8d_CD4"	"CLL2_30d_CD4"	"CLL2_120d_CD4"	"CLL4_0d_CD4"	"CLL4_2d_CD4"	"CLL4_3d_CD4"	"CLL5_0d_CD4"	"CLL5_1d_CD4"	"CLL5_2d_CD4"	"CLL5_3d_CD4"	"CLL5_8d_CD4"	"CLL5_30d_CD4"	"CLL5_150d_CD4"	"CLL5_240d_CD4"	"CLL6_30d_CD4"	"CLL6_120d_CD4"	"CLL6_280d_CD4"	"CLL7_0d_CD4"	"CLL7_1d_CD4"	"CLL7_3d_CD4"	"CLL7_8d_CD4"	"CLL7_30d_CD4"	"CLL7_150d_CD4"	"CLL8_0d_CD4"	"CLL8_3d_CD4"	"consensusIDs"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"	"0"	"3"	"8"	"30"	"120"
"764"	"chr1"	107683484	107684444	961	"*"	0	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	"consensus_989"	"Promoter"	1	107683549	107953207	269659	1	"22854"	"uc001dvd.1"	0	"ENSG00000162631"	"NTNG1"	"netrin G1"	0.166666666666667	0.7	0.333333333333333	0.75	0.666666666666667
"889"	"chr1"	149888859	149889589	731	"*"	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	"consensus_1147"	"Promoter"	1	149874872	149889434	14563	2	"9900"	"uc001etg.3"	0	"ENSG00000159164"	"SV2A"	"synaptic vesicle glycoprotein 2A"	0.166666666666667	0.8	0.666666666666667	0.5	0.833333333333333
"1203"	"chr1"	183622301	183622673	373	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	1	"consensus_1548"	"Promoter"	1	183615411	183622448	7038	2	"403314"	"uc001gqn.3"	0	"ENSG00000173627"	"APOBEC4"	"apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4"	0.166666666666667	0.7	0.666666666666667	0.5	0.333333333333333
"1250"	"chr1"	201857801	201858260	460	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	"consensus_1609"	"Promoter"	1	201857805	201861715	3911	1	"149345"	"uc001gxa.3"	0	"ENSG00000198892"	"SHISA4"	"shisa family member 4"	0.166666666666667	0.7	0.666666666666667	0.75	0.666666666666667
"1264"	"chr1"	202776538	202776962	425	"*"	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	"consensus_1632"	"Promoter"	1	202698835	202776427	77593	2	"10765"	"uc001gyg.1"	-111	"ENSG00000117139"	"KDM5B"	"lysine demethylase 5B"	0.166666666666667	0.7	0.333333333333333	0.25	0.166666666666667
"1296"	"chr1"	205473468	205474235	768	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_1672"	"Promoter"	1	205473684	205492843	19160	1	"5129"	"uc009xbk.2"	0	"ENSG00000117266"	"CDK18"	"cyclin dependent kinase 18"	0.166666666666667	0.8	0.666666666666667	0.5	0.833333333333333
"1483"	"chr1"	240774884	240775714	831	"*"	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	"consensus_1912"	"Promoter"	1	240652873	240775462	122590	2	"64388"	"uc001hys.3"	0	"ENSG00000180875"	"GREM2"	"gremlin 2, DAN family BMP antagonist"	0.166666666666667	0.7	1	0.75	0.833333333333333
"1509"	"chr1"	247335520	247335769	250	"*"	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	"consensus_1947"	"Promoter"	1	247319722	247335318	15597	2	"7678"	"uc001ick.3"	-202	"ENSG00000196418"	"ZNF124"	"zinc finger protein 124"	0.166666666666667	0.8	0	0.5	0.5
"1590"	"chr10"	16562506	16563921	1416	"*"	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	"consensus_2055"	"Promoter"	10	16555742	16564004	8263	2	"389941"	"uc001ioj.1"	83	"ENSG00000165985"	"C1QL3"	"complement C1q like 3"	0.166666666666667	1	0.666666666666667	0.5	0.833333333333333
"1624"	"chr10"	27390322	27390730	409	"*"	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	1	"consensus_2099"	"Promoter"	10	27293045	27389427	96383	2	"22852"	"uc009xku.1"	-895	"ENSG00000107890"	"ANKRD26"	"ankyrin repeat domain 26"	0.166666666666667	0.7	0.666666666666667	0.75	0.5
"1692"	"chr10"	45868644	45869733	1090	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	"consensus_2179"	"Promoter"	10	45869624	45941567	71944	1	"240"	"uc001jce.4"	0	"ENSG00000012779"	"ALOX5"	"arachidonate 5-lipoxygenase"	0.166666666666667	0.9	0.333333333333333	0.25	0.666666666666667
"1781"	"chr10"	73156060	73157026	967	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	"consensus_2321"	"Promoter"	10	73156691	73326693	170003	1	"64072"	"uc001jrv.3"	0	"ENSG00000107736"	"CDH23"	"cadherin related 23"	0.166666666666667	0.7	0.666666666666667	0	0.5
"2014"	"chr10"	106034385	106034828	444	"*"	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	0	1	"consensus_2619"	"Promoter"	10	106034443	106048815	14373	1	"119391"	"uc010qqw.1"	0	"ENSG00000065621"	"GSTO2"	"glutathione S-transferase omega 2"	0.166666666666667	0.7	0.666666666666667	0.5	0.833333333333333
"2046"	"chr10"	116391602	116392215	614	"*"	0	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	"consensus_2655"	"Promoter"	10	116200776	116392100	191325	2	"3983"	"uc021pze.1"	0	"ENSG00000099204"	"ABLIM1"	"actin binding LIM protein 1"	0.166666666666667	0.8	0.666666666666667	0.75	0.666666666666667
"2135"	"chr11"	308053	308663	611	"*"	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	"consensus_2789"	"Promoter"	11	308107	309410	1304	1	"10581"	"uc001lox.4"	0	"ENSG00000185201"	"IFITM2"	"interferon induced transmembrane protein 2"	0.166666666666667	0.7	0.333333333333333	0.25	0.666666666666667
"2137"	"chr11"	369173	370003	831	"*"	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	"consensus_2792"	"Promoter"	11	369795	382117	12323	1	"338707"	"uc001lpb.3"	0	"ENSG00000182272"	"B4GALNT4"	"beta-1,4-N-acetyl-galactosaminyltransferase 4"	0.166666666666667	0.7	0.666666666666667	0.25	0.333333333333333
"2218"	"chr11"	6676150	6677365	1216	"*"	0	1	0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	"consensus_2916"	"Promoter"	11	6642558	6677074	34517	2	"8642"	"uc001mem.1"	0	"ENSG00000166341"	"DCHS1"	"dachsous cadherin-related 1"	0	0.7	0.666666666666667	0.25	0.666666666666667
"2222"	"chr11"	7694653	7695661	1009	"*"	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	"consensus_2928"	"Promoter"	11	7686326	7694821	8496	2	"51700"	"uc001mfm.3"	0	"ENSG00000166394"	"CYB5R2"	"cytochrome b5 reductase 2"	0.166666666666667	0.8	0.333333333333333	0.25	0.5
"2373"	"chr11"	46939593	46940334	742	"*"	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	"consensus_3139"	"Promoter"	11	46878268	46940173	61906	2	"4038"	"uc001ndn.4"	0	"ENSG00000134569"	"LRP4"	"LDL receptor related protein 4"	0.166666666666667	0.8	0.666666666666667	0.75	0.5
"2423"	"chr11"	60718633	60719228	596	"*"	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	"consensus_3207"	"Promoter"	11	60704555	60719257	14703	2	"51296"	"uc001nqn.2"	29	"ENSG00000110446"	"SLC15A3"	"solute carrier family 15 member 3"	0	0.7	0.666666666666667	0.5	0.333333333333333
"2670"	"chr11"	72929012	72929714	703	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	"consensus_3512"	"Promoter"	11	72929343	72953472	24130	1	"5029"	"uc001otj.4"	0	"ENSG00000175591"	"P2RY2"	"purinergic receptor P2Y2"	0.166666666666667	0.7	0.666666666666667	0.5	0.5
"2800"	"chr11"	111411258	111411800	543	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	"consensus_3688"	"Promoter"	11	111411233	111432470	21238	1	"143903"	"uc010rwg.2"	25	"ENSG00000204381"	"LAYN"	"layilin"	0.166666666666667	0.7	0.666666666666667	0.75	0.333333333333333
"2996"	"chr12"	6756383	6756770	388	"*"	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	"consensus_3954"	"Promoter"	12	6747242	6756580	9339	2	"84519"	"uc001qpu.1"	0	"ENSG00000111644"	"ACRBP"	"acrosin binding protein"	0	0.7	0.666666666666667	0.25	0.333333333333333
"3017"	"chr12"	7074162	7074540	379	"*"	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	"consensus_3979"	"Promoter"	12	7073260	7073354	95	1	"406933"	"uc009zfm.2"	902	"ENSG00000207708"	"MIR141"	"microRNA 141"	0	0.7	0.666666666666667	0.25	0.666666666666667
"3130"	"chr12"	30948453	30949730	1278	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	"consensus_4126"	"Promoter"	12	30948615	30955645	7031	1	"100287314"	"uc001rjo.2"	0	NA	"LINC00941"	"long intergenic non-protein coding RNA 941"	0.166666666666667	0.7	0.333333333333333	0.75	0.666666666666667
"3135"	"chr12"	31743466	31744314	849	"*"	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	"consensus_4133"	"Promoter"	12	31535157	31743952	208796	2	"160518"	"uc001rki.1"	0	"ENSG00000170456"	"DENND5B"	"DENN domain containing 5B"	0.166666666666667	0.7	0.666666666666667	0.5	0.833333333333333
"3157"	"chr12"	42983205	42983842	638	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	"consensus_4160"	"Promoter"	12	42852140	42983572	131433	2	"144165"	"uc001rnm.3"	0	"ENSG00000139174"	"PRICKLE1"	"prickle planar cell polarity protein 1"	0.166666666666667	0.7	0.666666666666667	0.75	0.333333333333333
"3300"	"chr12"	54812445	54813292	848	"*"	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	"consensus_4340"	"Promoter"	12	54789045	54813050	24006	2	"3678"	"uc001sga.3"	0	"ENSG00000161638"	"ITGA5"	"integrin subunit alpha 5"	0	0.8	0.333333333333333	0.5	0.833333333333333
"3361"	"chr12"	57609961	57610728	768	"*"	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	"consensus_4415"	"Promoter"	12	57610578	57620232	9655	1	"11247"	"uc009zpj.4"	0	"ENSG00000182379"	"NXPH4"	"neurexophilin 4"	0.166666666666667	0.7	0.666666666666667	0.5	0.666666666666667
"3412"	"chr12"	65672688	65673281	594	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	"consensus_4482"	"Promoter"	12	65672767	65860687	187921	1	"253827"	"uc021qzy.1"	0	"ENSG00000174099"	"MSRB3"	"methionine sulfoxide reductase B3"	0.166666666666667	0.8	0.666666666666667	0	0.5
"3454"	"chr12"	82152462	82153429	968	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	"consensus_4540"	"Promoter"	12	81652045	82152474	500430	2	"8499"	"uc031qiq.1"	0	"ENSG00000139220"	"PPFIA2"	"PTPRF interacting protein alpha 2"	0.166666666666667	0.7	0.333333333333333	0.75	0.5
"3671"	"chr12"	123214778	123215151	374	"*"	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	"consensus_4832"	"Promoter"	12	123212153	123215129	2977	2	"27198"	"uc001ucz.3"	0	"ENSG00000196917"	"HCAR1"	"hydroxycarboxylic acid receptor 1"	0	0.7	0.333333333333333	0.25	0.166666666666667
"3754"	"chr13"	25254486	25255014	529	"*"	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	"consensus_4954"	"Promoter"	13	25254549	25285923	31375	1	"479"	"uc001upp.3"	0	"ENSG00000075673"	"ATP12A"	"ATPase H+/K+ transporting non-gastric alpha2 subunit"	0.166666666666667	0.7	0.333333333333333	0.75	0.5
"3787"	"chr13"	33590241	33592052	1812	"*"	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	"consensus_4996"	"Promoter"	13	33590571	33640282	49712	1	"9365"	"uc001uus.3"	0	"ENSG00000133116"	"KL"	"klotho"	0.166666666666667	0.7	0.666666666666667	0.75	0.666666666666667
"3926"	"chr13"	103054697	103054972	276	"*"	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	"consensus_5201"	"Promoter"	13	102373205	103054124	680920	2	"2259"	"uc001vpf.2"	-573	"ENSG00000102466"	"FGF14"	"fibroblast growth factor 14"	0.166666666666667	0.7	0.666666666666667	0.75	0.833333333333333
"4016"	"chr14"	23821669	23822281	613	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	"consensus_5317"	"Promoter"	14	23815527	23822080	6554	2	"51310"	"uc001wjm.3"	0	"ENSG00000092096"	"SLC22A17"	"solute carrier family 22 member 17"	0.166666666666667	0.7	0.666666666666667	0.5	0.5
"4142"	"chr14"	55034356	55034814	459	"*"	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	"consensus_5475"	"Promoter"	14	55034330	55260033	225704	1	"23034"	"uc001xbc.3"	26	"ENSG00000020577"	"SAMD4A"	"sterile alpha motif domain containing 4A"	0.166666666666667	0.7	0.333333333333333	0.25	0.333333333333333
"4361"	"chr14"	96505253	96506182	930	"*"	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	"consensus_5755"	"Promoter"	14	96505661	96560226	54566	1	"56967"	"uc001yff.4"	0	"ENSG00000227051"	"C14orf132"	"chromosome 14 open reading frame 132"	0.166666666666667	0.7	0.666666666666667	0.5	0.833333333333333
"4381"	"chr14"	101317489	101317893	405	"*"	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	"consensus_5785"	"Promoter"	14	101318727	101318824	98	1	"768222"	"uc021sbz.1"	-834	"ENSG00000211574"	"MIR770"	"microRNA 770"	0.166666666666667	0.9	0.666666666666667	0.25	0.333333333333333
"4480"	"chr15"	40530987	40531609	623	"*"	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	"consensus_5932"	"Promoter"	15	40531292	40569688	38397	1	"56924"	"uc001zky.4"	0	"ENSG00000137843"	"PAK6"	"p21 (RAC1) activated kinase 6"	0.166666666666667	0.7	0.666666666666667	0.25	0.5
"4537"	"chr15"	43668307	43668640	334	"*"	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	"consensus_6001"	"Promoter"	15	43668701	43698240	29540	1	"27229"	"uc010bdh.3"	-61	"ENSG00000137822"	"TUBGCP4"	"tubulin gamma complex associated protein 4"	0.166666666666667	0.7	1	1	0.166666666666667
"4648"	"chr15"	64443651	64444660	1010	"*"	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	1	"consensus_6138"	"Promoter"	15	64443916	64447087	3172	1	"79856"	"uc002amz.1"	0	"ENSG00000157734"	"SNX22"	"sorting nexin 22"	0.166666666666667	0.8	0.666666666666667	0.5	0.666666666666667
"4740"	"chr15"	75628205	75628810	606	"*"	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_6264"	"Promoter"	15	75628374	75632219	3846	1	"54939"	"uc010umf.1"	0	"ENSG00000140365"	"COMMD4"	"COMM domain containing 4"	0.166666666666667	0.9	0.666666666666667	0.5	0.833333333333333
"4795"	"chr15"	83316113	83317055	943	"*"	0	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	"consensus_6344"	"Promoter"	15	83316521	83361572	45052	1	"283692"	"uc031qtd.1"	0	"ENSG00000259462"	"CPEB1-AS1"	"CPEB1 antisense RNA 1"	0.166666666666667	0.8	0.666666666666667	0.75	0.5
"4937"	"chr16"	1383092	1383814	723	"*"	0	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	"consensus_6539"	"Promoter"	16	1383606	1399442	15837	1	"8938"	"uc002clj.3"	0	"ENSG00000007516"	"BAIAP3"	"BAI1 associated protein 3"	0.166666666666667	0.7	0.666666666666667	0.75	0.833333333333333
"5015"	"chr16"	3627208	3627647	440	"*"	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_6642"	"Promoter"	16	3589036	3627392	38357	2	"197358"	"uc010btn.3"	0	"ENSG00000167984"	"NLRC3"	"NLR family CARD domain containing 3"	0.166666666666667	0.7	0.666666666666667	0.5	0.833333333333333
"5086"	"chr16"	15528048	15528974	927	"*"	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	"consensus_6730"	"Promoter"	16	15528325	15682116	153792	1	"89927"	"uc002ddo.3"	0	"ENSG00000166780"	"BMERB1"	"bMERB domain containing 1"	0.166666666666667	0.8	0.666666666666667	0.5	0.833333333333333
"5165"	"chr16"	29086219	29086642	424	"*"	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	"consensus_6827"	"Promoter"	16	29086163	29128038	41876	1	"653390"	"uc010vdn.2"	56	"ENSG00000103472"	"RRN3P2"	"RRN3 homolog, RNA polymerase I transcription factor pseudogene 2"	0	0.9	0.666666666666667	0.5	0.833333333333333
